key,artist,song,link,text
309,Coldplay,Midnight,/c/coldplay/midnight_21078637.html,"In the darkness before the dawn  
In the swirling of this storm  
When I'm rolling with the punches and hope is gone  
Leave a light, a light on  
  
Millions of miles from home  
In the swirling swimming on  
When I'm rolling with the thunder but bleed from thorns  
Leave a light, a light on  
Leave a light, a light on  
  
Leave a light, a light on  
Leave a light, a light on  
  
In the darkness before the dawn  
In the darkness before the dawn  
Leave a light, a light on  
Leave a light, a light on

"
310,Coldplay,Miracles,/c/coldplay/miracles_21091916.html,"[Verse 1]  
From up above I heard  
The angels sing to me these words  
And sometimes in your eyes  
I see the beauty in the world  
  
[Chorus]  
Oh, now I'm floating so high  
I blossom and die  
Send your storm and your lightning to strike  
Me between the eyes  
Eyes  
  
[Verse 2]  
Sometimes the stars decide  
To reflect in puddles in the dirt  
When I look in your eyes  
I forget all about what hurts  
  
[Chorus]  
Oh, now I'm floating so high  
I blossom and die  
Send your storm and your lightning to strike  
Me between the eyes and cry  
  
Believe in miracles  
  
[Outro]  
Oh hey  
I'm floating up above the world now  
Oh hey  
I'm floating up above the world now  
  
Ooh, Oh, Oh  
Oh yeah, yeah, yeah

"
311,Coldplay,M.M.I.X.,/c/coldplay/mmix_20983390.html,"Somewhere up above the stars  
The wreckage of a universe floats past  
Somewhere up above my heart  
A tiny little seed is sown,  
A government is overthrown,  
Who knows when we'll be coming home at last  
And I heard it on the radio  
That one day we'll be living in the stars  
And I heard it on a tv show  
That somewhere up above  
And in my heart  
They'll be tearing us apart,  
Maybe moving us to mars  
Past the satellites and stars,  
Maybe moving us to mars  
We won't see the earth again  
In these seconds just remain unchanged  
8 to 9, 9 to 10  
We are meeting for the first time  
We might never meet again you and me  
We are meeting for the first time  
Can't you see  
76543  
We are meeting for the first time  
Singing this space symphony  
They'll be tearing us apart moving us to mars,  
Past the satellites and stars  
They're moving us to mars

"
312,Coldplay,Moses,/c/coldplay/moses_10068978.html,"Come on now, don't you want to see?  
This thing that's happening to me  
Like Moses has power over sea  
So you've got power over me  
  
Come on now, don't you want to know?  
You're a refuge, somewhere I can go  
You're air that, air that I can breathe  
Cause you're my golden opportunity  
  
And oh, oh yes I would  
If I only could  
And you know I would  
And baby I, oh baby I  
I wish  
  
Come on now, don't you want to see?  
Just what a difference you've made in me  
I'll be waiting oh no matter what you say  
Cause I've been waiting for days, days, days  
  
And oh, oh yes I would  
If I only could  
And you know I would  
And baby I, oh baby I  
I wish  
I wish  
  
Oh, oh, oh  
Oh, oh, oh  
If the sky's gonna fall down, let it fall on me  
If you're gonna break down, you can break on me  
If the sky's gonna fall down, let it fall on me  
If it's gonna rain down, it can rain on me  
It can rain on me

"
313,Coldplay,Murder,/c/coldplay/murder_20262426.html,"Tie me to a tree  
Tie my hands above my head  
Sing a song to me  
Sing a song like what you said  
  
Cause they're gonna murder me  
They're gonna take me down  
Something  
I crumble down  
  
Come spit at us  
Come and throw your weight around  
Come and fight with us  
Come and rock me to the ground  
  
Cause they're gonna murder me  
They're gonna take me down  
Something  
I crumble down  
  
So what can it possibly be?  
Oh what can it possibly be?  
Oh what can it possibly be?

"
314,Coldplay,No More Keeping My Feet On The Ground,/c/coldplay/no+more+keeping+my+feet+on+the+ground_20032658.html,"Sometimes I wake up when I'm falling asleep  
I think that maybe the curtains are closing on me  
But I wake up, yes I wake up smiling  
  
[Chorus]  
So what I feel fine  
I'm okay, I've seen the lighter side of life  
I'm alright I feel good  
So ill go, ill try to start moving  
  
Sometimes I wake up and I'm falling asleep  
But I've got to get going, so much that I wanted to do  
But I wake up smiling  
  
And this could be my last chance  
Of saving my innocence  
And this could be my last chance  
No more keeping my feet on the ground  
  
Sometimes I feel the chance is surprising  
Surprisingly good to be moving around  
And I move, and I wake up smiling  
  
[Chorus]  
  
And this could be my last chance  
Of saving my innocence  
And this could be my last chance  
No more keeping my feet on the ground  
  
And there's nothing to keep them  
Nothing to keep them down  
And there's nothing to keep them  
There's nothing to keep them down.

"
315,Coldplay,Now My Feet Won't Touch The Ground,/c/coldplay/now+my+feet+wont+touch+the+ground_20770654.html,"Let me go boys, let me go  
Push my bone from the highest cliff to the sea below  
Rocks are waiting boys, rocks are waiting  
Swoop down from the sky and catch me like the bird to prey  
  
Now my feet won't touch the ground  
Now my head won't stop  
You wait a lifetime to be found  
Now my feet won't touch the ground  
  
Singing now my feet won't touch the ground  
Now my head won't stop  
You wait a lifetime to be found  
Now my feet won't touch the ground  
  
Now my feet won't touch the ground

"
316,Coldplay,O,/c/coldplay/o_21083076.html,"A flock of birds hovering above  
Just a flock of birds  
That's how you think of love  
  
And I always  
Look up to the sky  
Pray before the dawn  
Cause they fly always  
Sometimes they arrive  
Sometimes they are gone  
They fly on  
  
A flock of birds hovering above  
Into smoke I'm turned and rise following them up  
  
Still I always  
Look up to the sky, pray before the dawn  
Cause they fly away  
One minute they arrive, next you know they're gone  
  
They fly on  
Fly on  
  
So fly on, ride through  
Maybe one day I'll fly next to you  
Fly on, ride through, maybe one day I can fly with you  
Fly on  
Fly on  
Fly on

"
317,Coldplay,Oceans,/c/coldplay/oceans_21082014.html,"Wait for your call, love  
The call never came  
Ready to fall up  
Ready to claim  
  
I'm ready for it all, love  
I'm ready for the pain  
Meet under sun and  
Meet me again  
In the rain  
In the rain  
The rain  
  
Behind the walls, love  
I'm trying to change  
And I'm ready for it all, love  
I'm ready for the change  
Meet me in blue sky  
Meet me again  
In the rain  
The rain, in the rain  
In the rain  
  
The rain  
  
Got to find yourself alone in this world  
You've got to find yourself alone

"
318,Coldplay,Ode To Deodorant,/c/coldplay/ode+to+deodorant_20512667.html,"Here's an Ode, ah, to deodorant  
It's my thing, ah it's my favourite hygiene  
It keeps me through the day  
  
Another ode, ah to deodorant  
It's my thing, ah it's my favourite hygiene  
It's the confidence I need  
  
It's medicine for the soul  
It's medicine for the mind  
It picks me up and makes me whole  
It makes me feel alright  
  
Here's an Ode, an ode to aerosol  
It's my thing  
Ah, it's my favourite hygiene, it's the confidence I need  
  
It's medicine for the soul  
It's medicine for the mind  
It picks me up and makes me whole  
It makes me feel alright  
  
It's okay Oh, would I ever let you down? No way  
Oh, would I ever let you down, okay?  
Oh, would I ever let you down, no way  
Oh, would I ever let you down...  
  
I'll never let ya, I'll never let ya, I'll never let you down, no way  
  
Would I ever let you let you down, no way  
Would I ever let you let you down, no way  
Would I ever let you let you down, no way  
Would I ever let you let you down, no way

"
319,Coldplay,Paradise,/c/coldplay/paradise_20980626.html,"When she was just a girl she expected the world  
But it flew away from her reach  
So she ran away in her sleep and dreamed of  
Para-para-paradise, para-para-paradise, para-para-paradise  
Every time she closed her eyes  
  
When she was just a girl she expected the world  
But it flew away from her reach and the bullets catch in her teeth  
Life goes on, it gets so heavy  
The wheel breaks the butterfly every tear a waterfall  
In the night the stormy night she'll close her eyes  
In the night the stormy night away she'd fly  
  
And dream of para-para-paradise  
Para-para-paradise  
Para-para-paradise  
  
(Oh oh oh oh oh, oh-oh-oh)  
  
She'd dream of para-para-paradise  
Para-para-paradise  
Para-para-paradise  
  
(Oh oh oh oh oh, oh-oh-oh-oh)  
  
La-la-la-la-la-la-la  
La-la-la-la-la-la-la-la-la-la  
And so lying underneath those stormy skies  
She'd say, ""Oh, oh, oh, oh, oh, oh  
I know the sun must set to rise""  
  
This could be para-para-paradise  
Para-para-paradise  
  
This could be para-para-paradise  
Oh, oh, oh, oh, oh, oh, oh, oh, oh  
  
This could be para-para-paradise  
Para-para-paradise  
  
This could be para-para-paradise  
Oh oh oh oh oh oh, oh, oh  
  
This could be para-para-paradise  
Para-para-paradise  
  
This could be para-para-paradise  
Oh, oh, oh, oh, oh, oh, oh, oh, oh

"
320,Coldplay,Poor Me,/c/coldplay/poor+me_20296578.html,"Poor me, I'm floating out to sea  
An opportunity that went by  
Poor you, oh what you gonna do  
No what you gonna do, you just cry  
  
Oh, you always come undone  
Try into the sun, you don't know why  
Poor you, I know what you gonna do  
Come on love i'll see it through, I don't know why  
  
I hear you come nearer  
I hear you but I don't understand  
I hear you come nearer  
I hear you but I don't understand  
  
Poor me, now float me out to sea  
Oh no just let it be, come on try  
Poor you, oh what you gonna do  
Oh what you gonna do, you just cry  
  
I hear you come nearer  
I hear you but I don't understand  
I hear you come nearer  
I hear you but I don't understand  
  
I don't understand  
I don't understand  
  
Oooh, ahhhh, ahhhh

"
321,Coldplay,Princess Of China,/c/coldplay/princess+of+china_20983392.html,"Once upon a time somebody ran  
Somebody ran away saying, ""Fast as I can""  
I got to go  
I got to go  
  
Once upon a time we fell apart  
You're holding in your hands  
The two halves of my heart  
Oh-oh, oh-oh-oh  
  
Once upon a time we're burning bright  
That all we ever seemed to do is fight  
On and on  
And on and on and on  
  
Once upon a time on the same side  
Once upon a time on the same side  
In the same game, now why'd you have to go  
Have to go and throw it all in my flame  
  
Could've been a princess, you'd be a king  
Could have had a castle and worn a ring  
But no, you let me go  
  
I could've been a princess, you'd be a king  
Could have had a castle and worn a ring,  
But no, you let me go  
  
Stole my star  
La-la-la-la-la-la, la-la-la-la-la-la  
La-la-la-la-la  
You stole my star  
La-la-la-la-la-la  
  
'Cause you really hurt me  
Oh you really hurt me  
'Cause you really hurt me  
Oh you really hurt me  
'Cause you really hurt me  
Oh-oh, you really hurt me  
'Cause you really hurt me  
You really hurt me

"
322,Coldplay,Proof,/c/coldplay/proof_20295718.html,"So I waited for you  
What wouldn't I do?  
And I'm covered it's true  
I'm covered in you  
  
If I ever want proof  
I find it in you  
Yeah I honestly do  
In you I find proof  
  
Light, dark  
Bright spark  
Light, dark, and then light  
  
So I waited all day  
What wouldn't I say  
And all the thing in you way  
Things happen that way  
  
And if I ever want proof  
Then I find it in you  
Yeah I honestly do  
In you I find proof  
  
Light, dark  
Bright spark  
Light, dark, and then light  
  
Light, light, light... light...

"
323,Coldplay,Rainy Day,/c/coldplay/rainy+day_20766266.html,"Then there was rain  
The sky wore a veil of gold and gray  
At night it was the bright of the moon with me  
Time just floated away  
  
Then there was rain  
The town's foundations were crumbling  
To the ground comes a bit of a tumbling  
And time just floated away  
We can watch it and stay and we can listen  
  
Oh, rainy day, come round  
Sometimes I just want it to slow down  
And we're separated now  
I'm down  
But I love it when you come over to the house  
I love it when you come over to my house  
  
Then there was rain  
And I spent the night with the Queen of Spain  
My lonely little heart would've broke again  
Times were vicious  
  
Singing, deeper that the knife goes in the more you win  
You win but with less than when you begin  
Deeper that the knife goes in  
Oooooooooooooooh  
  
Ooh, rainy day come round  
Sometimes I just want it to slow down  
We're separated now  
I'm down  
But I love it when you come over to the house  
I love it when you come over to my house  
  
Aaaaah aaaah aaaaaah  
Aaaaah aaaah aaaaaah  
Aaaaah aaaah aaaaaah  
  
But I love it when you come over to the house  
I love it when you come over to my house  
But I love it when you come over to the house  
I love it when you come over to my house

"
324,Coldplay,See You Soon,/c/coldplay/see+you+soon_20032660.html,"See you lost your trust and you never should have, you never should have.  
Don't break your back if you ever see this.  
Don't answer that.  
In a bullet proof vest with the windows all closed  
I'll be doing my best  
I'll see you soon.  
In a telescope lens when all you want is friends  
I'll see you soon.  
  
See, they came for you they came snapping at your heels, they came snapping at
your heels.  
Don't break your back if you ever see this.  
Don't answer that.  
In a bullet proof vest with the windows all closed  
I'll be doing my best  
I'll see you soon.  
In a telescope lens when all you want is friends  
I'll see you soon.  
  
You lost your trust  
You lost your trust  
No don't lose your trust  
No don't lose your trust

"
325,Coldplay,Shiver,/c/coldplay/shiver_20032642.html,"So I look in your direction  
But you pay me no attention, do you  
I know you don't listen to me  
'Cause you say you see straight through me, don't you  
  
And on and on from the moment I wake  
To the moment I sleep  
I'll be there by your side  
Just you try and stop me  
I'll be waiting in line  
Just to see if you can  
  
Did she want me to change  
Well I change for good  
And I want you to know  
But you always get your way  
I wanted to say  
  
Don't you shiver, shiver, shiver  
  
I'll always be waiting for you  
So you know how much I need you  
But you never even see me, do you  
  
And is this is my final chance of getting you  
  
And on and on from the moment I wake  
To the moment I sleep  
I'll be there by your side  
Just you try and stop me  
I'll be waiting in line  
Just to see if you care  
  
Oh, oh, oh, oh  
  
Did she want me to change  
Well I change for good  
And I want you to know  
But you always get your way  
I wanted to say  
  
Don't you shiver  
Don't you shiver  
  
Sing it loud and clear  
I'll always be waiting for you  
  
Yeah I'll always be waiting for you  
Yeah I'll always be waiting for you  
Yeah I'll always be waiting for you  
For you I will always be waiting  
  
And it's you I see, but you don't see me  
And it's you I hear, so loud and clear  
I sing it loud and clear  
And I'll always be waiting for you  
  
So I look in your direction  
But you pay me no attention  
And you know how much I need you  
But you never even see me

"
326,Coldplay,Sleeping Sun,/c/coldplay/sleeping+sun_20512666.html,"Climb up your mountain, nineteen and countin'  
You have got seven, I have got one  
Blinded and hurtin', this I'm deserving  
I've got my secrets, you've only got the sleeping sun  
When you've got a secret then you've got to keep it  
When you have a question, answers will come  
Running and hiding, take and dividing  
You've got your secrets, I've only got a sleeping sun  
Sleeping sun  
Singing  
Ooh, ooh, ohh, ohh  
Ahh, ohh, ahh, ohh  
And you, as I saw, a piece in a jigsaw  
Run up and around it and jump up real tall  
Run round the houses north and the south is  
You've got your answers, we've only got a sleeping sun  
Sleeping sun  
Singing  
Ohh, ohh, ohh, ohh  
Ahh, ohh, ahh, ohh  

"
327,Coldplay,Solid Ground,/c/coldplay/solid+ground_20640269.html,"Oh, when I get back on solid ground  
I'm gonna crawl my way to you.  
  
Oh, I once was lost and now I'm found  
I'm gonna do what I should do,  
and when I get back on my feet again  
I'm gonna run my way to you.  
  
Oh, when all is lost and come undone  
I'm gonna sing out, and see ya through.  
But no, the water,  
the water flows over.  
  
Oh, when I get back off my feet again,  
I'm gonna crown my days a turn.  
  
So all I've been on my knees again,  
and I'll do it all the time.  
  
And when I get back on solid ground  
I'm gonna crawl my way to you.  
  
Oh, I once was lost, but now I'm found,  
so here's what I'm gonna do.  
  
I sing, oh, the water,  
the water flows over.  
I sing, oh, the water,  
the water flows over you.

"
328,Coldplay,Songbird,/c/coldplay/songbird_20274146.html,"Talking to the songbird yesterday  
Flew me to a place not far away  
She's a little pilot in my mind  
Singing songs of love to pass the time  
  
Gonna write a song so she can see  
Give her all the love she gives to me  
Talk of better days that have yet to come  
I never felt this love from anyone  
  
She's not anyone  
She's not anyone  
She's not anyone  
  
A man can never dream these kind of things  
Especially when she came and spread her wings  
Whispered in my ear the things I'd like  
Then she flew away into the night  
  
Gonna write a song so she can see  
Give her all the love she gives to me  
Talk of better days that have yet to come  
Never felt this love from anyone  
  
She's not anyone  
She's not anyone  
She's not anyone

"
329,Coldplay,Sparks,/c/coldplay/sparks_20032643.html,"Did I drive you away  
I know what you'll say  
You say, oh, sing one we know  
But I promise you this  
I'll always look out for you  
That's what I'll do  
  
I say oh  
I say oh  
  
My heart is yours  
It's you that I hold on to  
That's what I do  
And I know I was wrong  
But I won't let you down  
(Oh yeah, yeah, yes I will)  
  
I say oh  
I cry oh  
  
And I saw sparks  
Yeah I saw sparks  
And I saw sparks  
Yeah I saw sparks  
Sing it out  
  
La, la, la, la, oh  
La, la, la, la, oh  
La, la, la, la, oh

"
330,Coldplay,Speed Of Sound,/c/coldplay/speed+of+sound_10069041.html,"How long before I get in?  
Before it starts, before I begin?  
How long before you decide?  
Before I know what it feels like?  
Where To, where do I go?  
If you never try, then you'll never know  
How long do I have to climb,  
Up on the side of this mountain of mine?  
  
Look up, I look up at night  
Planets are moving at the speed of light  
Climb up, up in the trees  
Every chance that you get  
Is a chance you seize  
How long am I gonna stand  
With my head stuck under the sand?  
I'll start before I can stop  
Before I see things the right way up  
  
All that noise, and all that sound  
All those places I have found  
And birds go flying at the speed of sound  
To show you how it all began  
Birds came flying from the underground  
If you could see it then you'd understand?  
  
Ideas that you'll never find  
All the inventors could never design  
The buildings that you put up  
Japan and China all lit up  
The sign that I couldn't read  
Or a light that I couldn't see  
Some things you have to believe  
But others are puzzles, puzzling me  
  
All that noise, and all that sound  
All those places I have found  
And birds go flying at the speed of sound  
To show you how it all began  
Birds came flying from the underground  
If you could see it then you'd understand  
Ah when you see it then you'll understand?  
  
All those signs, I knew what they meant  
Some things you can invent  
Some get made, and some get sent  
Oh  
Birds go flying at the speed of sound  
To show you how it all began  
Birds came flying from the underground  
If you could see it then you'd understand  
Ah, when you see it then you'll understand?

"
331,Coldplay,Spies,/c/coldplay/spies_20032644.html,"I awake to find no peace of mind  
I said how do you live as a fugitive  
Down here where I cannot see so clear  
I said, what do I know  
Show me the right way to go  
  
And the spies came out of the water  
But you're feeling so bad 'cause you know  
But the spies hide out in every corner  
You can't touch them no, 'cause they're all spies  
They're all spies  
  
I awake to see that no one is free  
We're all fugitives  
Look at the way we live  
Down here, I cannot sleep from fear no  
I said, which way do I turn  
Oh I forget everything I learn  
  
But the spies came out of the water  
But you're feeling so bad 'cause you know  
The spies hide out in every corner  
But you can't touch them no  
'Cause they're all spies  
They're all spies  
  
And if we all hide here  
They're going to find us  
If we don't hide now  
They're going to catch us where we sleep  
And if we don't hide here  
They're going to find us  
  
And spies came out of the water  
But you're feeling so good 'cause you know  
Though spies hide out in every corner  
They can't touch you no  
'Cause they're just spies  
They're just spies

"
332,Coldplay,Square One,/c/coldplay/square+one_10069029.html,"You're in control  
Is there anywhere you want to go?  
You're in control  
Is there anything you want to know?  
The future's for discovering  
The space in which we're traveling  
  
From the top of the first page  
To the end of the last day  
From the start in your own way  
You just want somebody listening to what you say  
It doesn't matter who you are  
It doesn't matter who you are  
  
Under the surface trying to break through  
Deciphering the codes in you  
I need a compass, draw me a map  
I'm on the top, I can't get back  
  
Whoa whoa  
  
The first line on the first page  
To the end of the last page  
From the start in your own way  
You just want somebody listening to what you say  
It doesn't matter who you are  
It doesn't matter who you are  
  
You just want  
Somebody listening to what you say  
Oh, you just want somebody listening to what you say  
It doesn't matter who you are  
It doesn't matter who you are  
  
Is there anybody out there who  
Is lost and hurt and lonely too  
Are they bleeding all your colors into one?  
And if you come undone  
As if you've been run through  
Some catapult it fired you  
You wonder if your chance will ever come  
Or if you're stuck in square one

"
333,Coldplay,Strawberry Swing,/c/coldplay/strawberry+swing_20746055.html,"They were sitting  
They were talking in the strawberry swing  
Every moment was so precious  
  
They were sitting  
They were talking in the strawberry swing  
Everybody was for fighting  
Wouldn't wanna waste a thing  
  
Cold, cold water  
Bring me round  
Now my feet won't touch the ground  
Cold, cold water  
What ya say?  
It's such  
It's such a perfect day  
It's such a perfect day  
  
I remember  
We were walking up to strawberry swing  
I can't wait 'til the morning  
Wouldn't wanna change a thing  
  
People moving all the time  
Inside a perfectly straight line  
Don't you wanna curve away  
It's such  
It's such a perfect day  
It's such a perfect day  
  
Now the sky could be blue  
I don't mind  
Without you it's a waste of time  
Could be blue  
  
I don't mind  
Without you it's a waste of time  
Could be blue,  
Could be grey  
Without you I'm just miles away  
  
Could be blue  
I don't mind  
Without you it's a waste of time.

"
334,Coldplay,Streets Of Baltimore,/c/coldplay/streets+of+baltimore_20640267.html,"Well I sold the farm to take my woman  
Where she used to be  
We left our kin and all our friends  
Back there in Tennessee  
And I bought those one way tickets  
She had often begged me for  
And they took us to the streets of Baltimore  
  
Well her heart was filled with gladness  
When she saw those city lights  
She said the prettiest place on earth was  
Baltimore at night  
Well a man feels proud to give his woman  
What she's longing for  
And I kinda liked the streets of Baltimore  
  
Then I got myself a factory job  
I ran an old machine  
And I bought a little cottage  
In a neighborhood serene  
And every night when I'd come home  
With every muscle sore  
She'd drag me through the streets of Baltimore  
  
Well I did my best to bring her back  
To what she used to be  
Then I soon learned she loved those bright lights  
More than she loved me  
Now I'm a going back on that same train  
That brought me here before  
While my baby walks the streets of Baltimore  
While my baby walks the streets of Baltimore

"
335,Coldplay,Such A Rush,/c/coldplay/such+a+rush_20032650.html,"Such a rush to do nothing at all  
Such a fuss to do nothing at all  
Such a rush to do nothing at all  
Such a rush to get nowhere at all  
Such a fuss to do nothing at all  
Such a rush.  
And it's just like you said,  
It's just like you said.  
Such a rush to do nothing at all.  
Such a fuss to get nowhere at all.  
Such a rush X2  
And it's just like you said.  
It's just like you said.  
So slow down please,  
Just slow down,  
So slow down please,  
Just slow down.  
Such a rush x15  
Look at all the people going after money.  
Far to many people looking for their money.  
Everybody's out there, trying to get money.  
Why can't you just tell me,  
Try to get money, rush.  
Such a rush.  
They all rush.  
Such a rush x7

"
336,Coldplay,Swallowed In The Sea,/c/coldplay/swallowed+in+the+sea_10069050.html,"You cut me down a tree  
And brought it back to me  
And that's what made me see  
Where I was going wrong  
You put me on a shelf  
And kept me for yourself  
I can only blame myself  
You can only blame me  
  
And I could write a song  
A hundred miles long  
Well, that's where I belong  
And you belong to me  
  
And I could write it down  
Or spread it all around  
Get lost and then get found  
Or swallowed in the sea  
  
You put me on a line  
And hung me out to dry  
And darling that's when I  
Decided to go to sea  
  
You cut me down to size  
And opened up my eyes  
Made me realize  
What I could not see  
  
And I could write a book  
The one they'll say that shook  
The world, and then it took  
It took it back from me  
  
And I could write it down  
Or spread it all around  
Get lost and then get found  
And you'll come back to me  
Not swallowed in the sea  
  
Ooh  
  
And I could write a song  
A hundred miles long  
Well, that's where I belong  
And you belong with me  
  
The streets you're walking on  
A thousand houses long  
Well, that's where I belong  
And you belong with me  
  
Oh what good is it to live  
With nothing left to give  
Forget but not forgive  
Not loving all you see  
  
Oh the streets you're walking on  
A thousand houses long  
Well that's where I belong  
And you belong with me  
Not swallowed in the sea  
  
You belong with me  
Not swallowed in the sea  
Yeah, you belong with me  
Not swallowed in the sea

"
337,Coldplay,Talk,/c/coldplay/talk_10069037.html,"Oh brother, I can't, I can't get through  
I've been trying hard to reach you 'cause I don' know what to do  
Oh brother, I can't believe it's true  
I'm so scared about the future, and I wanna talk to you  
Oh, I wanna talk to you  
  
You can take a picture of something you see  
In the future where will I be?  
You can climb a ladder up to the sun  
Or a write a song nobody has sung  
Or do something that's never been done  
  
Are you lost or incomplete?  
Do you feel like a puzzle, you can't find your missing piece?  
Tell me, how do you feel?  
Well, I feel like they're talking in a language I don't speak  
And they're talking it to me  
  
So you take a picture of something you see  
In the future where will I be?  
You can climb a ladder up to the sun  
Or write a song nobody has sung  
Or do something that's never been done  
Or do something that's never been done  
  
So you don't know where you're going and you wanna talk  
And you feel like you're going where you've been before  
You tell anyone who'll listen, but you feel ignored  
Nothing's really making any sense at all, let's talk  
Let's talk, let's talk, let's talk

"
338,Coldplay,The Hardest Part,/c/coldplay/the+hardest+part_10069048.html,"And the hardest part  
Was letting go, not taking part  
Was the hardest part  
  
And the strangest thing  
Was waiting for that bell to ring  
It was the strangest start  
  
I could feel it go down  
Bittersweet I could taste in my mouth  
Silver lining the cloud  
Oh and I  
I wish that I could work it out  
  
And the hardest part  
Was letting go, not taking part  
You really broke my heart  
  
And I tried to sing  
But I couldn't think of anything  
And that was the hardest part  
  
I could feel it go down  
You left the sweetest taste in my mouth  
You're silver lining the clouds  
Oh and I  
Oh and I  
I wonder what it's all about  
I wonder what it's all about  
  
Everything I know is wrong  
Everything I do, it's just comes undone  
And everything is torn apart  
  
Oh and it's the part  
That's the hardest part  
Yeah that's the hardest part  
That's the hardest part

"
339,Coldplay,The World Turned Upside Down,/c/coldplay/the+world+turned+upside+down_20512663.html,"X and why  
The land, sea, rivers, trees  
The stars, the sky  
That and this  
We're part of a bigger plan  
Don't know what it is  
Don't know what it is  
  
You and me  
The land, sun, trees, the sky  
The stars, the sea  
Three hundred and sixty five degrees  
I am the puzzle, you're the missing piece  
Hang on a minute, just a minute, please  
I'll come  
And everything under the sun  
And everything under the sun  
  
What is this feeling that I can't explain?  
And why am I never gonna sleep again?  
What is this thing I've never seen before?  
A little boy lost in a breaking storm  
  
Pilots up, and away they fly  
Some write your name in the summer sky  
Life has really only just begun  
Life, it comes  
And everything under the sun  
  
X is why  
The land, sea, rivers, trees  
The stars, the sky  
Three hundred and sixty five degrees  
All of the surface and the underneath  
Searching the measures in this extra key, ah  
And everything under the sun  
And everything under the sun  
  
What is this feeling that I can't explain?  
And why am I never gonna sleep again?  
What is this thing I've never seen before?  
A little boy lost in a breaking storm  
  
Pilots up, and away they fly  
Some write your name in the summer sky  
Life has really only just begun  
Life, it comes  
And everything under the sun  
  
And you don't know that you've been born  
Can't see the calm until the storm  
Can't tell your right side from your wrong  
Can't see the wave you're riding on...

"
340,Coldplay,Things I Don't Understand,/c/coldplay/things+i+dont+understand_20512662.html,"How tides control the sea, and what becomes of me  
How little things can slip out of your hands  
How often people change, no two remain the same  
Why things don't always turn out as you plan  
  
These are things that I don't understand  
Yeah, these are things that I don't understand  
  
I can't, and I can't decide  
Wrong, all my wrong from right  
Day, all my day for night  
Dark, all my dark for light  
I live, but I love this life  
  
How infinite is space, and who decides your fate  
Why everything will dissolve into sand  
How to avoid defeat, when truth and fiction meet  
Why nothing even turns out how you planned  
  
These are things that I don't understand  
Yeah, these are things that I don't understand  
  
I can't, and I can't decide  
Wrong, all my wrong from right  
Day, all my day for night  
Or dark, all my dark for light  
I live, but I love this life

"
341,Coldplay,Travis - Why Does It Always Rain On Me?,/c/coldplay/travis+why+does+it+always+rain+on+me_20815761.html,"I can't sleep tonight  
Everybody saying, ""Everything's alright""  
Still I can't close my eyes  
I'm seeing a tunnel at the end of all these lights  
  
Sunny days, where have you gone?  
I get the strangest feeling, you belong  
Why does it always rain on me?  
Is it because I lied when I was seventeen?  
  
Why does it always rain on me?  
Even when the sun is shining  
I can't avoid the lightning  
  
I can't stand myself  
I'm being held up by an invisible man  
Still life on a shelf when  
I got my mind on something else  
  
Sunny days, where have you gone?  
I get the strangest feeling you belong  
Why does it always rain on me?  
Is it because I lied when I was seventeen?  
  
Why does it always rain on me?  
Even when the sun is shining  
I can't avoid the lightning  
  
Oh, where did the blue skies go?  
And why is it raining so? It's so cold  
  
I can't sleep tonight  
Everybody's saying, ""Everything's alright""  
Still I can't close my eyes  
I'm seeing a tunnel at the end of the lights  
  
Sunny days, where have you gone?  
I get the strangest feeling you belong  
Why does it always rain on me?  
Is it because I lied when I was seventeen?  
  
Even when the sun is shining  
I can't avoid the lightning  
  
Oh, where did the blue skies go?  
And why is it raining so?  
It's so cold  
  
Why does it always rain on me?  
Why does it always rain on?

"
342,Coldplay,Trouble,/c/coldplay/trouble_20032645.html,"Oh no I see  
A spider web it's tangled up with me  
And I lost my head  
The thought of all the stupid things I said  
Oh no what's this  
A spider web and I'm caught in the middle  
So I turned to run  
The thought of all the stupid things I've done  
  
And oh I never meant to cause you trouble  
And oh and I never meant to do you wrong  
And oh well if I ever caused you trouble  
Oh no I never meant to do you harm  
  
Oh no I see  
A spider web and it's me in the middle  
So I twist and turn  
Here am I in my little bubble  
  
Singing out  
Oh I never meant to cause you trouble  
Oh I never meant to do you wrong  
Oh well if I ever caused you trouble  
Oh no I never meant to do you harm  
  
They spun a web for me  
They spun a web for me  
They spun a web for me

"
343,Coldplay,True Love,/c/coldplay/true+love_21082377.html,"For a second, I was in control  
I had it once, I lost it though  
And all along the fire below would rise  
  
And I wish you could have let me know  
What's really going on below  
I've lost you now, you let me go  
But one last time  
  
Tell me you love me  
If you don't then lie  
Lie to me  
  
Remember once upon a time, when I was  
Yours and you were blind  
The fire would sparkle in your eyes  
And mine  
  
So tell me you love me  
And if you don't then lie, lie to me  
Just tell me you love me  
If you don't then lie, lie to me  
If you don't then lie, lie to me  
  
And call it true call it true love  
Call it true call it true love

"
